d,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SoftParticles\SoftParticles.rc,KKAHAAAACAAAAAAAOMKIFEIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SoftParticles\SoftParticles_2005.sln,FGAGAAAACAAAAAAAHGJDHPIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SoftParticles\SoftParticles_2005.vcproj,JIDNAAAACAAAAAAAHGJDHPIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SoftParticles\SoftParticles_2008.sln,FHAGAAAACAAAAAAANDPFIBIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SoftParticles\SoftParticles_2008.vcproj,BMDOAAAACAAAAAAANDPFIBIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\LightProbe.cpp,FBCHAAAACAAAAAAAHFMNJJIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\LightProbe.fx,OLAJAAAACAAAAAAAHFMNJJIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\LightProbe.h,LKAGAAAACAAAAAAAHFMNJJIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\MorphTarget.cpp,AAHGAAAACAAAAAAAIMPEKAIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\MorphTarget.h,DOBLAAAACAAAAAAAIMPEKAIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\resource.h,MNABAAAACAAAAAAAIMPEKAIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\SparseMorphTargets.cpp,CKIPAAAACAAAAAAAOIJALNIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\SparseMorphTargets.fx,KNDPAAAACAAAAAAAOIJALNIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\SparseMorphTargets.jpg,MIMHAAAACAAAAAAANAKDNAIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\SparseMorphTargets.manifest,PBADAAAACAAAAAAANAKDNAIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\SparseMorphTargets.rc,KPAHAAAACAAAAAAANAKDNAIBDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\SparseMorphTargets_2005.sln,GAAGAAAACAAAAAAAHBLFACICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\SparseMorphTargets_2005.vcproj,HCECAAAACAAAAAAAFJMIBFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\SparseMorphTargets_2008.sln,GBAGAAAACAAAAAAAFJMIBFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SparseMorphTargets\SparseMorphTargets_2008.vcproj,PEECAAAACAAAAAAAFJMIBFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\CreateTangentPatch.fxh,PHAMAAAACAAAAAAAFJMIBFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\GenPatch.fxh,FEDKAAAACAAAAAAAFJMIBFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\resource.h,MCABAAAACAAAAAAAFJMIBFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubD10.cpp,JFOHAAAACAAAAAAALGCKBIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubD10.fx,NGFCAAAACAAAAAAAIHBGCEICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubD10.jpg,IBJGAAAACAAAAAAAIHBGCEICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubD10.manifest,PBADAAAACAAAAAAAIHBGCEICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubD10.rc,JNAHAAAACAAAAAAAIHBGCEICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubD10_2005.sln,EIAGAAAACAAAAAAAIHBGCEICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubD10_2005.vcproj,HEDNAAAACAAAAAAAOEHICGICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubD10_2008.sln,EJAGAAAACAAAAAAAOEHICGICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubD10_2008.vcproj,PGDNAAAACAAAAAAAOEHICGICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubDMesh.cpp,KKKHAAAACAAAAAAAODLCEAICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubDMesh.h,KBBOAAAACAAAAAAAODLCEAICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\SubD10\SubDtoBezier.fx,OAEIAAAACAAAAAAAJNHHEFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\d3d10workshop.jpg,MKPIAAAACBAAAAAAOCOMFKICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00\Exercise00.cpp,NEEOAAAACBAAAAAAOCOMFKICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00\Exercise00.fx,PJBAAAAACBAAAAAAOCOMFKICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00\Exercise00.manifest,KKACAAAACBAAAAAAOCOMFKICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00\Exercise00.rc,KPAHAAAACBAAAAAADPEPFNICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00\Exercise00_2005.sln,FAAGAAAACBAAAAAADPEPFNICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00\Exercise00_2005.vcproj,GADNAAAACBAAAAAADPEPFNICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00\Exercise00_2008.sln,FBAGAAAACBAAAAAADPEPFNICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00\Exercise00_2008.vcproj,OCDNAAAACBAAAAAABADLGJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00\resource.h,MFABAAAACBAAAAAABADLGJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00_Solved\Exercise00.cpp,NEEOAAAACBAAAAAABADLGJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00_Solved\Exercise00.fx,PJBAAAAACBAAAAAABADLGJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00_Solved\Exercise00.manifest,KKACAAAACBAAAAAABADLGJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00_Solved\Exercise00.rc,KPAHAAAACBAAAAAABADLGJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00_Solved\Exercise00_2005.sln,FAAGAAAACBAAAAAABADLGJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00_Solved\Exercise00_2005.vcproj,GADNAAAACBAAAAAABADLGJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00_Solved\Exercise00_2008.sln,FBAGAAAACBAAAAAABADLGJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00_Solved\Exercise00_2008.vcproj,OCDNAAAACBAAAAAAIEMEHCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise00_Solved\resource.h,MFABAAAACBAAAAAAIEMEHCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01\Exercise01.cpp,MMEOAAAACBAAAAAAIEMEHCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01\Exercise01.fx,OFBFAAAACBAAAAAAIEMEHCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01\Exercise01.manifest,KKACAAAACBAAAAAAIEMEHCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01\Exercise01.rc,KPAHAAAACBAAAAAALCBCIBICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01\Exercise01_2005.sln,FAAGAAAACBAAAAAALCBCIBICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01\Exercise01_2005.vcproj,DHDNAAAACBAAAAAALCBCIBICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01\Exercise01_2008.sln,FBAGAAAACBAAAAAALCBCIBICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01\Exercise01_2008.vcproj,LJDNAAAACBAAAAAALCBCIBICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01\resource.h,MFABAAAACBAAAAAAAPHFIDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01_Solved\Exercise01.cpp,MKEOAAAACBAAAAAAAPHFIDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01_Solved\Exercise01.fx,PKBFAAAACBAAAAAAOAGAIPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01_Solved\Exercise01.manifest,KKACAAAACBAAAAAAOAGAIPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01_Solved\Exercise01.rc,KPAHAAAACBAAAAAAOAGAIPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01_Solved\Exercise01_2005.sln,FAAGAAAACBAAAAAAOAGAIPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01_Solved\Exercise01_2005.vcproj,DHDNAAAACBAAAAAAOAGAIPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01_Solved\Exercise01_2008.sln,FBAGAAAACBAAAAAAOAGAIPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01_Solved\Exercise01_2008.vcproj,LJDNAAAACBAAAAAAOAGAIPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise01_Solved\resource.h,MFABAAAACBAAAAAAOAGAIPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02\Exercise02.cpp,IMFBAAAACBAAAAAAOAGAIPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02\Exercise02.fx,NPCFAAAACBAAAAAAFEOKJIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02\Exercise02.manifest,KKACAAAACBAAAAAAFEOKJIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02\Exercise02.rc,KPAHAAAACBAAAAAAFEOKJIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02\Exercise02_2005.sln,FAAGAAAACBAAAAAAFEOKJIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02\Exercise02_2005.vcproj,DHDNAAAACBAAAAAAFEOKJIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02\Exercise02_2008.sln,FBAGAAAACBAAAAAAFEOKJIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02\Exercise02_2008.vcproj,LJDNAAAACBAAAAAAFEOKJIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02\resource.h,MFABAAAACBAAAAAAFEOKJIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02_Solved\Exercise02.cpp,IMFBAAAACBAAAAAAFEOKJIICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02_Solved\Exercise02.fx,BDCGAAAACBAAAAAANPJKKJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02_Solved\Exercise02.manifest,KKACAAAACBAAAAAANPJKKJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02_Solved\Exercise02.rc,KPAHAAAACBAAAAAANPJKKJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02_Solved\Exercise02_2005.sln,FAAGAAAACBAAAAAANPJKKJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02_Solved\Exercise02_2005.vcproj,DHDNAAAACBAAAAAANPJKKJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02_Solved\Exercise02_2008.sln,FBAGAAAACBAAAAAANPJKKJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02_Solved\Exercise02_2008.vcproj,LJDNAAAACBAAAAAANPJKKJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise02_Solved\resource.h,MFABAAAACBAAAAAANPJKKJICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03\Exercise03.cpp,IMFBAAAACBAAAAAAFDCELDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03\Exercise03.fx,MMCHAAAACBAAAAAAFDCELDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03\Exercise03.manifest,KKACAAAACBAAAAAAFDCELDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03\Exercise03.rc,KPAHAAAACBAAAAAAFDCELDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03\Exercise03_2005.sln,FAAGAAAACBAAAAAAFDCELDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03\Exercise03_2005.vcproj,DHDNAAAACBAAAAAAFDCELDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03\Exercise03_2008.sln,FBAGAAAACBAAAAAAFDCELDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03\Exercise03_2008.vcproj,LJDNAAAACBAAAAAAFDCELDICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03\resource.h,MFABAAAACBAAAAAALAIGLFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03_Solved\Exercise03.cpp,IMFBAAAACBAAAAAAMHKNLMICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03_Solved\Exercise03.fx,BICIAAAACBAAAAAAMHKNLMICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03_Solved\Exercise03.manifest,KKACAAAACBAAAAAAMHKNLMICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03_Solved\Exercise03.rc,KPAHAAAACBAAAAAAMHKNLMICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03_Solved\Exercise03_2005.sln,FAAGAAAACBAAAAAACEBALPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03_Solved\Exercise03_2005.vcproj,DHDNAAAACBAAAAAACEBALPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03_Solved\Exercise03_2008.sln,FBAGAAAACBAAAAAACEBALPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03_Solved\Exercise03_2008.vcproj,LJDNAAAACBAAAAAACEBALPICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise03_Solved\resource.h,MFABAAAACBAAAAAAJHNDOCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04\Exercise04.cpp,PBIEAAAACBAAAAAAJHNDOCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04\Exercise04.fx,GJCAAAAACBAAAAAAJHNDOCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04\Exercise04.manifest,KKACAAAACBAAAAAAJHNDOCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04\Exercise04.rc,KPAHAAAACBAAAAAAJHNDOCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04\Exercise04_2005.sln,FAAGAAAACBAAAAAAJHNDOCICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04\Exercise04_2005.vcproj,ILDMAAAACBAAAAAAPEDFOFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04\Exercise04_2008.sln,FBAGAAAACBAAAAAAPEDFOFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04\Exercise04_2008.vcproj,ANDNAAAACBAAAAAAPEDFOFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04\resource.h,MFABAAAACBAAAAAAPEDFOFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04_Solved\Exercise04.cpp,PBIEAAAACBAAAAAAPEDFOFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04_Solved\Exercise04.fx,JHCAAAAACBAAAAAAPEDFOFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04_Solved\Exercise04.manifest,KKACAAAACBAAAAAAPEDFOFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04_Solved\Exercise04.rc,KPAHAAAACBAAAAAAALFNOMICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04_Solved\Exercise04_2005.sln,FAAGAAAACBAAAAAAALFNOMICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04_Solved\Exercise04_2005.vcproj,ILDMAAAACBAAAAAAALFNOMICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04_Solved\Exercise04_2008.sln,FBAGAAAACBAAAAAAALFNOMICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04_Solved\Exercise04_2008.vcproj,ANDNAAAACBAAAAAAGILPOOICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise04_Solved\resource.h,MFABAAAACBAAAAAAGILPOOICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise05\Exercise05.cpp,ABJPAAAACBAAAAAAHPOGPFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise05\Exercise05.fx,ODBPAAAACBAAAAAAHPOGPFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise05\Exercise05.manifest,KKACAAAACBAAAAAAHPOGPFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise05\Exercise05.rc,KPAHAAAACBAAAAAAHPOGPFICDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D10\Tutorials\Direct3D10Workshop\Exercise05\Exercise05_2005.sln,FAAGAAAACBAAAAAAHPOGPFICDHIDMJABAAAAAAAAAAAAAAAA
